V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11
 4013, 6071,13277,17031,22083,36005,36047,45083,48201,48253,48315
Maricopa,San Bernardino,Tift,Cook,Richland,Bronx,Kings,Spartanburg,Harris,Jones,Marion
Arizona,California,Georgia,Illinois,Louisiana,New York,New York,South Carolina,Texas,Texas,Texas
US,US,US,US,US,US,US,US,US,US,US
388518,232171,  3976,419471,  1910, 97015,141106, 23360,266525,  2444,   321
393732,235543,  4027,422159,  1920, 98058,142754, 23445,267729,  2470,   338
397208,239786,  4065,424217,  1932, 99088,144589, 23787,269089,  2473,   345
401855,241523,  4096,426658,  1949,100168,146383, 24263,274899,  2472,   348
407631,245033,  4135,429270,  1987,101553,148501, 24593,278312,  2475,   354
413282,248285,  4155,431385,  1987,102739,150376, 24887,281422,  2508,   361
417839,251213,  4170,433089,  2030,103869,151971, 25167,284917,  2508,   391
421551,254094,  4183,434341,  2033,105175,153838, 25271,286356,  2508,   393
425844,256109,  4219,435888,  2031,106253,155509, 25479,287753,  2569,   401
428624,256914,  4248,437465,  2039,106955,156873, 26681,290249,  2613,   405
434337,258742,  4271,439118,  2077,107879,158534, 27091,293271,  2613,   409
439743,261199,  4290,441657,  2086,109290,160572, 27475,294266,  2629,   414
444431,262858,  4319,443600,  2086,110594,162202, 27778,296521,  2646,   421
449162,264457,  4338,444927,  2105,111672,163707, 28092,297629,  2646,   425
452925,266028,  4347,446035,  2123,112912,165264, 28286,301173,  2646,   425
455830,268542,  4373,447295,  2139,114006,166634, 28505,304333,  2656,   432
459501,269314,  4386,448546,  2165,114800,167948, 28661,306495,  2669,   438
462580,271189,  4425,450116,  2187,116058,169991, 28988,308902,  2673,   440
465875,272198,  4450,451581,  2200,117347,171751, 29333,311665,  2676,   447
469294,273520,  4465,452742,  2200,118551,173663, 29581,314697,  2681,   450
472760,274429,  4484,453634,  2222,119673,175232, 29901,317654,  2681,   450
475261,275076,  4485,454485,  2229,120674,176617, 30059,319800,  2681,   454
477026,275372,  4498,455138,  2232,121465,177798, 30215,320744,  2684,   457
478354,275960,  4508,456144,  2237,122235,178939, 30405,323408,  2674,   461
481291,276606,  4528,457285,  2249,122727,179741, 30628,325010,  2681,   463
483775,277430,  4538,458600,  2249,123213,180770, 31846,326248,  2676,   468
486059,277949,  4548,459740,  2249,124374,182427, 32025,327079,  2685,   478
487042,277949,  4551,460554,  2256,125521,183906, 32260,328426,  2685,   478
488687,278802,  4553,461118,  2265,126679,185303, 32394,329167,  2685,   478
491511,279412,  4557,461757,  2266,127705,186716, 32507,329576,  2684,   483
492996,279673,  4566,462667,  2267,128269,187592, 32696,330256,  2682,   487
494345,280068,  4574,463581,  2284,129432,189175, 32943,331837,  2709,   491
496037,280949,  4577,464573,  2297,130483,190455, 33239,333279,  2712,   495
497074,281604,  4588,465341,  2297,131508,191753, 33442,335673,  2723,   498
498297,282169,  4592,465914,  2306,132334,192881, 33740,337012,  2723,   499
499105,282494,  4596,466422,  2312,133111,193853, 33841,338274,  2723,   505
499865,282494,  4604,466870,  2312,133786,194965, 33932,338284,  2723,   505
500631,282736,  4608,467424,  2312,134393,195859, 34085,339366,  2729,   505
501214,283356,  4610,467986,  2315,135635,197700, 34279,339444,  2729,   505
502454,283873,  4619,468690,  2312,136615,199125, 34437,340559,  2729,   509
503686,284280,  4633,469379,  2312,137641,200493, 34678,340951,  2735,   509
504992,284639,  4634,469935,  2318,138191,201409, 34925,342309,  2735,   510
506046,284866,  4637,470391,  2319,138924,202392, 35028,343070,  2735,   510
506662,285081,  4647,470933,  2324,139731,203458, 35116,343573,  2738,   510
507480,285334,  4658,471685,  2327,140244,204654, 35265,344102,  2739,   512
507951,285334,  4659,472206,  2332,141174,206029, 35456,344898,  2743,   514
508997,286077,  4668,473194,  2334,142069,207366, 35612,348125,  2748,   515
509683,286291,  4672,473944,  2334,142935,208629, 35723,348848,  2771,   517
510360,286607,  4676,474397,  2338,143814,209868, 35812,350201,  2771,   519
511055,286755,  4680,474885,  2344,144519,210950, 35907,351063,  2771,   520
511636,286814,  4688,475386,  2352,145226,212124, 35962,353450,  2757,   520
512286,287055,  4693,476094,  2354,145809,213207, 36064,355065,  2742,   520
513035,287246,  4696,476835,  2354,146559,214366, 36197,356429,  2736,   520
514132,287513,  4707,477381,  2360,147276,215613, 36324,357558,  2734,   521
515211,287782,  4709,478498,  2360,148210,216963, 36424,358505,  2757,   521
516216,287867,  4710,478884,  2361,149072,218245, 36574,359382,  2757,   521
516720,288044,  4713,479361,  2358,149592,219069, 36613,359948,  2757,   521
517132,288045,  4714,479913,  2358,150299,220266, 36647,360421,  2774,   521
517726,288135,  4721,480487,  2364,150830,221185, 36809,360938,  2770,   521
519285,288297,  4724,481101,  2367,151512,222464, 36930,362716,  2754,   521
520291,288364,  4729,481787,  2366,152298,223800, 37030,363548,  2746,   522
520193,288599,  4730,482424,  2366,152826,224687, 37119,364613,  2755,   521
520487,288787,  4730,482973,  2370,153464,225924, 37186,365338,  2755,   521
520861,288868,  4732,483282,  2371,154140,227205, 37222,365513,  2755,   521
521093,288932,  4732,484146,  2373,154725,228321, 37260,366966,  2755,   522
521251,289057,  4737,484719,  2370,155236,229206, 37358,367775,  2742,   522
520784,289242,  4738,485771,  2375,155544,229782, 37446,368213,  2755,   522
520919,289405,  4741,486730,  2375,155795,230188, 37586,368908,  2727,   523
521072,289610,  4741,487602,  2375,156250,231077, 37704,369613,  2734,   523
521233,289773,  4741,488249,  2375,156250,231077, 37796,370223,  2734,   523
521585,289846,  4741,488793,  2377,156250,231077, 37840,370459,  2734,   524
521908,289892,  4743,489484,  2377,156250,231077, 37898,371161,  2734,   525
522323,290030,  4750,490661,  2383,159966,237864, 37992,371494,  2716,   525
522285,290155,  4756,491512,  2383,160695,239337, 38092,372071,  2715,   525
522624,290315,  4760,492837,  2383,161286,240634, 38216,372888,  2722,   525
523088,290505,  4763,493968,  2383,162068,241948, 38394,374152,  2733,   525
523424,290630,  4765,495050,  2383,162845,243329, 38533,374907,  2733,   525
523808,290715,  4767,495858,  2386,163984,244802, 38647,375809,  2733,   525
524077,290803,  4773,496856,  2383,164369,245458, 38697,376577,  2733,   525
524386,290954,  4777,497885,  2391,164950,246486, 38783,377152,  2733,   525
524547,291022,  4779,499429,  2392,165792,247752, 38916,377720,  2711,   525
525002,291199,  4783,500914,  2392,166550,248953, 39101,378299,  2710,   525
525361,291199,  4787,502207,  2392,167221,249957, 39244,379022,  2711,   526
525666,291199,  4787,503169,  2392,167901,251097, 39244,379461,  2711,   526
526070,291727,  4787,504203,  2391,168418,252049, 39399,379684,  2711,   526
526415,291728,  4791,505380,  2389,168921,253120, 39503,380297,  2705,   526
526890,291989,  4793,506828,  2390,169333,254022, 39539,380652,  2689,   526
527197,292160,  4795,508426,  2392,170032,255210, 39590,381221,  2695,   527
527566,292358,  4796,510006,  2391,170768,256399, 39714,381664,  2691,   528
528065,292558,  4798,511626,  2391,171367,257487, 39770,382209,  2687,   529
528377,293638,  4802,512773,  2391,171900,258426, 39826,382779,  2687,   529
528888,293835,  4803,513888,  2391,172365,259343, 39870,383325,  2687,   529
529271,293925,  4810,515075,  2393,172746,260063, 39950,383709,  2687,   529
529471,294101,  4814,516399,  2399,173109,261181, 39979,384358,  2671,   530
529722,294262,  4817,517808,  2399,173562,262111, 40043,384934,  2671,   530
530405,294464,  4818,519374,  2402,174059,263202, 40123,385448,  2674,   530
530598,294577,  4821,520642,  2402,174406,263918, 40154,385924,  2687,   530
531156,294779,  4824,521694,  2402,174852,264753, 40224,386436,  2687,   531
531673,294883,  4826,522552,  2403,175323,265709, 40270,386620,  2687,   531
532133,294973,  4830,523598,  2399,175767,266498, 40310,387012,  2658,   531
532522,295131,  4832,524592,  2400,176071,267114, 40355,387758,  2654,   535
532809,295315,  4833,525854,  2398,176494,267936, 40395,388423,  2660,   535
533368,295390,  4836,527102,  2402,176870,268600, 40450,388649,  2648,   535
533916,295452,  4838,528337,  2402,177160,269241, 40518,389731,  2660,   535
534430,295510,  4841,529165,  2402,177489,269887, 40563,390174,  2660,   536
534982,295565,  4844,530003,  2407,177686,270349, 40611,390547,  2660,   536
535436,295665,  4852,530975,  2411,178009,270965, 40645,391087,  2649,   536
535862,295752,  4854,531906,  2412,178170,271368, 40679,391438,  2637,   537
536453,295806,  4857,533297,  2417,178411,271836, 40742,391893,  2631,   537
537105,295899,  4861,534462,  2416,178699,272407, 40791,392200,  2640,   537
537899,296009,  4863,535614,  2416,178985,272978, 40824,392664,  2641,   538
538124,296089,  4864,536384,  2416,179181,273437, 40888,392976,  2641,   538
538633,296146,  4865,537224,  2424,179370,273833, 40911,393355,  2641,   538
539080,296188,  4871,538095,  2420,179527,274114, 40973,393587,  2630,   539
539632,296257,  4876,539005,  2420,179752,274464, 41002,393813,  2620,   538
539926,296324,  4880,539645,  2428,179949,274812, 41031,394167,  2624,   538
540547,296425,  4887,541017,  2427,180110,275159, 41162,394637,  2616,   538
541202,296514,  4897,541692,  2427,180326,275507, 41214,394997,  2614,   538
541555,296596,  4898,542450,  2427,180491,275850, 41249,395304,  2614,   538
542072,296655,  4899,543111,  2426,180623,276081, 41279,395522,  2614,   538
542486,296700,  4900,543658,  2426,180697,276228, 41292,395655,  2615,   538
542856,296782,  4902,544279,  2429,180878,276509, 41315,395975,  2615,   540
543198,296782,  4904,545041,  2431,181041,276788, 41351,395975,  2592,   540
543928,296903,  4906,545785,  2436,181160,277059, 41395,396143,  2595,   540
544255,297165,  4910,546360,  2436,181231,277183, 41462,396446,  2600,   540
544676,297165,  4914,546908,  2436,181406,277468, 41490,396552,  2600,   540
545051,297261,  4917,547345,  2443,181500,277651, 41525,396552,  2600,   540
545468,297300,  4919,547922,  2447,181617,277901, 41530,397046,  2599,   540
545875,297349,  4920,548542,  2450,181665,278018, 41560,397337,  2598,   540
546247,297417,  4922,549205,  2459,181798,278210, 41582,397578,  2604,   541
546516,297479,  4923,549886,  2462,181913,278416, 41600,397751,  2607,   541
547035,297539,  4924,550396,  2462,182006,278578, 41627,398013,  2602,   541
547298,297566,  4926,550840,  2462,182076,278726, 41646,398276,  2602,   542
547645,297615,  4928,551311,  2464,182141,278846, 41682,398573,  2602,   542
548006,297688,  4930,551609,  2466,182215,279032, 41690,399155,  2586,   542
548519,297848,  4931,552055,  2465,182260,279152, 41713,399390,  2609,   542
549042,298082,  4932,552466,  2468,182338,279318, 41729,399530,  2602,   542
549729,298289,  4932,552901,  2470,182422,279421, 41745,399829,  2598,   542
550067,298289,  4934,553191,  2470,182479,279526, 41762,400023,  2603,   542
550067,298289,  4936,553474,  2470,182548,279611, 41778,400293,  2603,   542
550599,298289,  4936,553716,  2470,182591,279682, 41791,400364,  2603,   542
550602,298545,  4937,553926,  2474,182635,279755, 41791,400436,  2603,   542
551298,298545,  4939,554124,  2472,182676,279764, 41816,400507,  2594,   543
551509,298599,  4942,554390,  2475,182719,279824, 41827,400692,  2610,   543
551710,298643,  4942,554604,  2475,182803,279902, 41839,401345,  2604,   544
551998,298656,  4942,554813,  2475,182901,279991, 41850,401469,  2604,   544
552494,298676,  4944,554962,  2475,182938,280050, 41871,401812,  2607,   544
552781,298697,  4944,555060,  2475,183009,280110, 41876,402148,  2607,   544
553072,298728,  4944,555195,  2476,183079,280169, 41884,402184,  2602,   544
553476,298808,  4947,555344,  2482,183131,280214, 41893,402387,  2599,   545
553711,298843,  4950,555488,  2486,183220,280306, 41908,402818,  2602,   545
553957,298898,  4950,555646,  2488,183323,280439, 41916,403038,  2594,   544
554368,298939,  4950,555734,  2488,183378,280468, 41916,403038,  2608,   546
554636,298976,  4951,555850,  2488,183412,280513, 41919,403188,  2608,   546
554925,299014,  4951,555902,  2489,183457,280563, 41937,403401,  2608,   548
555223,299049,  4952,555976,  2492,183505,280594, 41946,403496,  2602,   548
555530,299096,  4953,556107,  2492,183548,280607, 41958,403496,  2602,   548
555683,299151,  4954,556179,  2494,183601,280670, 41963,403151,  2597,   549
555891,299186,  4955,556201,  2495,183664,280734, 41974,402916,  2610,   549
556507,299243,  4955,556201,  2495,183695,280794, 41974,403069,  2597,   557
556844,299289,  4955,556201,  2495,183729,280849, 41974,403069,  2597,   557
557146,299289,  4956,556429,  2503,183752,280905, 41988,403035,  2597,   557
557363,299320,  4957,556487,  2503,183769,280940, 41990,403187,  2596,   558
557651,299372,  4957,556556,  2507,183787,280974, 42000,403187,  2600,   567
118256097, 61724209,  1180774,125980654,   573870, 41088875, 58613153,  7846270, 88289076,   664639,   116942
21853039, 8031491,  273163,28321240,  121097,12016981,15263173, 1026830,19186560,  139971,   23049
4,4,3,2,3,1,1,3,3,3,3
8,9,5,3,7,2,2,5,7,7,7
4485414,2180085,  40644,5150233,  20122,1418207,2559903, 319785,4713325,  20083,   9854
 83011, 13332,   102,-21727,  -101,-13880,-18171,  5648, 33280,   217,   -61
52722,29341,  554,61822,  249,19674,37786, 3897,66937,  156,   70
33023,15223,  419,42432,  245,11145,18218, 3178,28172,  156,  138
19699,14118,  135,19390,    4, 8529,19568,  719,38765,    0,  -68
 5520,  162,   -4,11637,   -1, 8697, 8203,  242,24889,    1,    0
 57477,  -914,   -30,-52810,  -103,-31203,-45945,  4672,-30449,   218,     9
 62997,  -752,   -34,-41173,  -104,-22506,-37742,  4914, -5560,   219,     9
315,-34,  1, 56, -1, 97,  3, 15, 75, -2, -2
67191,37308, 1587,90978, 1037,44007,35433, 7849,48227, 5259,  145
11.863881,13.499928,13.647673,11.978462,12.343537,13.804892,14.708513,12.294888,14.251967, 7.809958, 7.081795
 7.431071, 7.004172,10.321977, 8.221509,12.145247, 7.820246, 7.091507,10.026470, 5.998273, 7.809958,13.961252
 4.4328095, 6.4957562, 3.3256965, 3.7569536, 0.1982898, 5.9846458, 7.6170057, 2.2684179, 8.2536938, 0.0000000,-6.8794577
 1.24214979, 0.07453694,-0.09853916, 2.25475342,-0.04957244, 6.10252837, 3.19308553, 0.76350087, 5.29926959, 0.05006383, 0.00000000
 12.9338847, -0.4205356, -0.7390437,-10.2323218, -5.1059611,-21.8945835,-17.8844709, 14.7399838, -6.4830833, 10.9139152,  0.9105165
 14.1760345, -0.3459986, -0.8375828, -7.9775683, -5.1555335,-15.7920551,-14.6913853, 15.5034847, -1.1838137, 10.9639791,  0.9105165
AZ,CA,GA,IL,LA,NY,NY,SC,TX,TX,TX
4410824,2171603,  40571,5180493,  20192,1432132,2582830, 313888,4698619,  19817,   9928
2021/06/10 00:00:00+00,2021/06/10 00:00:00+00,2021/06/10 00:00:00+00,2021/06/10 00:00:00+00,2021/06/10 00:00:00+00,2021/06/10 00:00:00+00,2021/06/10 00:00:00+00,2021/06/10 00:00:00+00,2021/06/10 00:00:00+00,2021/06/10 00:00:00+00,2021/06/10 00:00:00+00
2021/06/06 00:00:00+00,2021/06/06 00:00:00+00,2021/06/06 00:00:00+00,2021/06/06 00:00:00+00,2021/06/06 00:00:00+00,2021/06/06 00:00:00+00,2021/06/06 00:00:00+00,2021/06/06 00:00:00+00,2021/06/06 00:00:00+00,2021/06/06 00:00:00+00,2021/06/06 00:00:00+00
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,1.0
1,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,3,0,0,0,0,4,3
34234196975,77743512132,  957623324, 4506310804, 2046690801,  181258413,  269299631, 3200049669, 6018181835, 3471241807, 1593669897
 937510.41,1231445.58, 134971.55, 371994.59, 243066.66,  59381.53,  74112.90, 233700.56, 423623.74, 236922.65, 199904.87
1.012884,1.002793,1.004237,1.114961,1.000987,1.790105,1.959092,1.009809,1.078074,1.000571,1.000623
1.023,1.027,1.066,1.023,1.066,1.043,1.035,1.060,1.019,1.064,1.076
1.025,1.022,1.088,1.021,1.080,1.013,1.034,1.091,1.024,1.079,1.067
1.059,1.048,1.122,1.072,1.126,1.066,1.058,1.126,1.069,1.121,1.118
1.158,1.134,1.227,1.162,1.194,1.136,1.141,1.227,1.152,1.193,1.211
1.734,1.768,1.496,1.722,1.534,1.742,1.732,1.496,1.736,1.543,1.528
